10,81,0
10,101,0
10,121,0
10,141,0
10,161,0
10,181,0
10,201,0
10,221,0
30,81,0
30,101,0
30,121,0
30,141,0
30,161,0
30,181,0
30,201,0
30,221,0
50,81,0
50,101,0
50,121,0
50,141,0
50,161,0
50,181,0
50,201,0
50,221,0
70,81,0
70,101,0
70,121,0
70,141,0
70,161,0
70,181,0
70,201,0
70,221,0
90,81,0
90,101,0
90,121,0
90,141,0
90,161,0
90,181,0
90,201,0
90,221,0
110,81,0
110,101,0
110,121,0
110,141,0
110,161,0
110,181,0
110,201,0
110,221,0
110,241,0
130,81,0
130,101,0
130,121,0
130,141,0
130,161,0
130,181,0
130,201,0
130,221,0
130,241,0
150,61,0
150,81,0
150,101,0
150,121,0
150,141,0
150,161,0
150,181,0
150,201,0
150,221,0
150,241,0
170,61,0
170,81,0
170,101,0
170,121,0
170,141,0
170,161,0
170,181,0
170,201,0
170,221,0
170,241,0
190,61,0
190,81,0
190,101,0
190,121,0
190,141,0
190,161,0
190,181,0
190,201,0
190,221,0
190,241,0
190,261,0
210,41,0
210,61,0
210,81,0
210,101,0
210,121,0
210,141,0
210,161,0
210,181,0
210,201,0
210,221,0
210,241,0
210,261,0
230,41,0
230,61,0
230,81,0
230,101,0
230,121,0
230,141,0
230,161,0
230,181,0
230,201,0
230,221,0
230,241,0
230,261,0
250,21,0
250,41,0
250,61,0
250,81,0
250,101,0
250,121,0
250,141,0
250,161,0
250,181,0
250,201,0
250,221,0
250,241,0
250,261,0
250,281,0
270,21,0
270,41,0
270,61,0
270,81,0
270,101,0
270,121,0
270,141,0
270,161,0
270,181,0
270,201,0
270,221,0
270,241,0
270,261,0
270,281,0
290,41,0
290,61,0
290,81,0
290,101,0
290,121,0
290,141,0
290,161,0
290,181,0
290,201,0
290,221,0
290,241,0
290,261,0
290,281,0
310,81,0
310,101,0
310,121,0
310,141,0
310,161,0
310,181,0
310,201,0
310,221,0
310,241,0
330,101,0
330,121,0
330,141,0
330,161,0
330,181,0
330,201,0
350,141,0
350,181,0
