28,10,0
28,30,0
28,50,0
28,70,0
28,90,0
28,110,0
28,130,0
28,150,0
28,170,0
28,190,0
28,210,0
28,230,0
28,250,0
28,270,0
28,290,0
28,310,0
48,10,0
48,30,0
48,50,0
48,70,0
48,90,0
48,110,0
48,130,0
48,150,0
48,170,0
48,190,0
48,210,0
48,230,0
48,250,0
48,270,0
48,290,0
48,310,0
68,10,0
68,30,0
68,50,0
68,70,0
68,90,0
68,110,0
68,130,0
68,150,0
68,170,0
68,190,0
68,210,0
68,230,0
68,250,0
68,270,0
68,290,0
68,310,0
88,10,0
88,30,0
88,50,0
88,70,0
88,90,0
88,110,0
88,130,0
88,150,0
88,170,0
88,190,0
88,210,0
88,230,0
88,250,0
88,270,0
88,290,0
88,310,0
108,50,0
108,70,0
108,90,0
108,110,0
108,130,0
108,150,0
108,170,0
108,190,0
108,210,0
108,230,0
108,250,0
108,270,0
