part_num,name,part_cat_id,part_material
30699,Tyre 43 x 14,Wheels and Tyres,Rubber
3069a,Tile 1 x 2 without Groove,Tiles,Plastic
3069b,Tile 1 x 2 with Groove,Tiles,Plastic
3070a,Tile 1 x 1 without Groove,Tiles,Plastic
3070b,Tile 1 x 1 with Groove,Tiles,Plastic
3081a,"Window 1 x 2 x 2 Classic with Solid Studs, No Glass",Windows and Doors,Plastic
3081ac01,"Window 1 x 2 x 2 (old type) with Extended Lip and Solid Studs, with Glass",Windows and Doors,Plastic
3081b,"Window 1 x 2 x 2 Classic with Long Sill, No Glass",Windows and Doors,Plastic
3081bc01,"Window 1 x 2 x 2 (old type) with Extended Lip and Hollow Studs, with Glass",Windows and Doors,Plastic
3081c,"Window 1 x 2 x 2 Classic with Short Sill, No Glass",Windows and Doors,Plastic
3081cc01,Window 1 x 2 x 2 Classic with Short Sill [Complete],Windows and Doors,Plastic
3082,Window 1 x 2 x 2 Classic Glass,Windows and Doors,Plastic
3087a,"Window 1 x 1 x 1 Classic with Long Sill and Solid Stud, No Glass",Windows and Doors,Plastic
3087ac01,Window 1 x 1 x 1 Classic with Solid Stud [Complete],Windows and Doors,Plastic
3087b,"Window 1 x 1 x 1 Classic with Long Sill, No Glass",Windows and Doors,Plastic
3087bc01,Window 1 x 1 x 1 Classic with Long Sill [Complete],Windows and Doors,Plastic
3087c,"Window 1 x 1 x 1 Classic with Short Sill, No Glass",Windows and Doors,Plastic
3087cc01,Window 1 x 1 x 1 Classic with Short Sill [Complete],Windows and Doors,Plastic
309,Baseplate 32 x 32 Split with 2 x 14 Center Studs [Plain],Baseplates,Plastic
30987,Cylinder Quarter 2 x 2 x 5 (Wall),Panels,Plastic
3131,Panel 2 x 2 x 1 Corner Posts with Centre Stud,Panels,Plastic
3134,Brick Special 1 x 2 with Cable Holding Cutout,Bricks Special,Plastic
3137c01,Brick Special 2 x 2 [Red Wheels for Single Tyre],Wheels and Tyres,Plastic
3137c02,Brick Special 2 x 2 with Red Wheels for Dually Tire,Wheels and Tyres,Plastic
3139,Tyre 14 x 4 Smooth Small Single,Wheels and Tyres,Rubber
3144,Antenna with Side Spokes,"Bars, Ladders and Fences",Plastic
3160,"Tile 6 x 6 x 2/3, Angled Textured Surface (Ice)",Tiles Special,Plastic
3176,Plate Special 3 x 2 with Hole,Plates Special,Plastic
3183a,"Plate Special 1 x 4 with Towball Socket, Long, 2 Slots",Plates Special,Plastic
3183b,"Plate Special 1 x 4 with Towball Socket, Long, 4 Slots",Plates Special,Plastic
3183c,"Plate Special 1 x 4 with Towball Socket, Short, 4 Slots",Plates Special,Plastic
3184,Plate Special 1 x 4 with Towball,Plates Special,Plastic
3185,Fence 1 x 4 x 2,"Bars, Ladders and Fences",Plastic
3186,Fence Gate 1 x 4 x 2,"Bars, Ladders and Fences",Plastic
3187,Fence Gate 1 x 4 x 2 Base,"Bars, Ladders and Fences",Plastic
3188,Door 1 x 3 x 2 Right,Windows and Doors,Plastic
3189,Door 1 x 3 x 2 Left,Windows and Doors,Plastic
3190,Door 1 x 3 x 3 Right,Windows and Doors,Plastic
3191,Door 1 x 3 x 3 Left,Windows and Doors,Plastic
3192,Door 1 x 3 x 4 Right,Windows and Doors,Plastic
3192a,Door 1 x 3 x 4 Right with Thin Handle,Windows and Doors,Plastic
3193,Door 1 x 3 x 4 Left,Windows and Doors,Plastic
3193a,Door 1 x 3 x 4 Left with Thin Handle,Windows and Doors,Plastic
3194,Door 1 x 5 x 4 Right,Windows and Doors,Plastic
3195,Door 1 x 5 x 4 Left,Windows and Doors,Plastic
31a,"Window 1 x 3 x 2 Classic with Solid Studs, No Glass",Windows and Doors,Plastic
31ac01,Window 1 x 3 x 2 Classic with Solid Studs [Complete],Windows and Doors,Plastic
31b,"Window 1 x 3 x 2 Classic with Long Sill, No Glass",Windows and Doors,Plastic
31bc01,Window 1 x 3 x 2 Classic with Long Sill [Complete],Windows and Doors,Plastic
31c,"Window 1 x 3 x 2 Classic with Short Sill, No Glass",Windows and Doors,Plastic
31cc01,Window 1 x 3 x 2 Classic with Short Sill [Complete],Windows and Doors,Plastic
32001,Technic Plate 2 x 6 [5 Holes],Plates Special,Plastic
32003,Tyre 68.8 x 24,Wheels and Tyres,Rubber
32004b,Wheel 68.8 x 24 Model Team Type 2 [Notched Ring],Wheels and Tyres,Plastic
32007,Technic Tread Hub,Wheels and Tyres,Plastic
32019,Tyre 62.4 x 20,Wheels and Tyres,Rubber
32020,Wheel 43.2 x 18 with Extended Axle Stem,Wheels and Tyres,Plastic
32028,Plate Special 1 x 2 with Door Rail,Plates Special,Plastic
32057,Wheel 70 x 14 mm Futuristic,Wheels and Tyres,Plastic
32059,Wedge Plate 4 x 6 Cut Corners,Plates Angled,Plastic
32076,Tyre 70 x 14 Futuristic,Wheels and Tyres,Rubber
32077,Wheel 70 x 28 mm Futuristic,Wheels and Tyres,Plastic
32078,Tyre 70 x 28 Futuristic,Wheels and Tyres,Rubber
32083,Slope 45° 6 x 4 Double [aka Train Roof],Bricks Sloped,Plastic
32089,Technic Tread Sprocket Wheel Dual Thin,Wheels and Tyres,Plastic
32146,Wheel 30.4 x 14 Solid Smooth,Wheels and Tyres,Plastic
32180,Tyre 56 x 30 R Balloon,Wheels and Tyres,Rubber
32193,Wheel Full Rubber Flat with Axle hole,Wheels and Tyres,Plastic
32196,Tyre 81.6 x 34 ZR Technic Thin Sporty Tread,Wheels and Tyres,Rubber
32197,Wheel 81.6 x 34 ZR Three Spoke Swirl,Wheels and Tyres,Plastic
32219,Wheel 32mm Znap Propeller,Wheels and Tyres,Plastic
32220,Wheel 68mm Znap Propeller (9 x 2),Wheels and Tyres,Plastic
32247,Wheel 41mm Znap Thin Tread,Wheels and Tyres,Plastic
32296,Tyre 81.8 x 50 Technic Racing Large,Wheels and Tyres,Rubber
32298,Tyre Technic Power Puller,Wheels and Tyres,Rubber
3245a,Brick 1 x 2 x 2 with Center Pin [Plain],Bricks,Plastic
3245b,Brick 1 x 2 x 2 with Inside Axle Holder,Bricks,Plastic
3245c,Brick 1 x 2 x 2 with Inside Stud Holder,Bricks,Plastic
32627,Plate Special Round 4 x 4 with 2 Studs [Plain],Plates Special,Plastic
32739,Slope 4 x 6 x 2/3 Double,Bricks Sloped,Plastic
32802,Slope Inverted 45° 4 x 1 Double with 1 x 2 Cutout,Bricks Sloped,Plastic
32803,Slope Curved 2 x 2 x 2/3 Inverted,Bricks Curved,Plastic
32828,Plate Round 1 x 1 with Hollow Stud and Horizontal Bar 1L,Plates Special,Plastic
32932,Fence 1 x 4 x 2 Ornamental Asian Lattice Square with 4 Studs,"Bars, Ladders and Fences",Plastic
32952,Brick Special 1 x 1 x 1 2/3 with Studs on 1 Side,Bricks Special,Plastic
3297,Slope 33° 3 x 4,Bricks Sloped,Plastic
3298,Slope 33° 3 x 2,Bricks Sloped,Plastic
3299,Slope 33° 2 x 4 Double,Bricks Sloped,Plastic
32ac01,"Door 1 x 2 x 3 Left with Solid Studs, Fixed Glass",Windows and Doors,Plastic
32b,"Door 1 x 2 x 3 Left with Hollow Studs, No Glass",Windows and Doors,Plastic
32bc01,"Door 1 x 2 x 3 Left with Hollow Studs, Fixed Glass",Windows and Doors,Plastic
32c,"Door 1 x 2 x 3 Left, without Glass for Slotted Bricks",Windows and Doors,Plastic
3300,Slope 33° 2 x 2 Double,Bricks Sloped,Plastic
3307,Brick Arch 1 x 6 x 2 - Thick Top with Reinforced Underside,Bricks Curved,Plastic
3308,Brick Arch 1 x 8 x 2,Bricks Curved,Plastic
33176,Decoration Ball / Orb / Sphere [Scala Finial],Bricks Round and Cones,Plastic
33211,Wheel Wagon Huge (43mm D.),Wheels and Tyres,Plastic
33212,"Wheel Wagon Giant (56mm D., 7 studs Dia.)",Wheels and Tyres,Plastic
33213,Belville Wall - Tower with Window,Panels,Plastic
33215,Roof / Tower 6 x 8 x 9,Bricks Sloped,Plastic
33216,Door 1 x 4 x 11 1/3 Arched Top,Windows and Doors,Plastic
33227,Door Frame Arched 1 x 8 x 12,Windows and Doors,Plastic
33230,Brick Round Corner 16 x 16,Bricks Round and Cones,Plastic
33243,Brick Curved 1 x 3 x 2,Bricks Curved,Plastic
33287,Brick Round 2 x 2 x 2 Dome Top with Cross Cut Slots,Bricks Round and Cones,Plastic
33303,Picket Fence 1 x 4 x 2,"Bars, Ladders and Fences",Plastic
3334,Baseplate 16 x 24,Baseplates,Plastic
33492,Cone 1 1/2 x 1 1/2 x 2/3,Bricks Round and Cones,Plastic
3358,Fence Gate 1 x 3 x 2,"Bars, Ladders and Fences",Plastic
3359,Fence Gate 1 x 3 x 2 Base,"Bars, Ladders and Fences",Plastic
33909,Plate Special 2 x 2 with Only 2 studs,Plates Special,Plastic
33a,"Door 1 x 2 x 3 Right, Solid Stud, No Glass",Windows and Doors,Plastic
33ac01,"Door 1 x 2 x 3 Right, Solid Stud, Fixed Glass",Windows and Doors,Plastic
33b,"Door 1 x 2 x 3 Right, Hollow Stud, No Glass",Windows and Doors,Plastic
33bc01,"Door 1 x 2 x 3 Right, Hollow Stud, Fixed Glass",Windows and Doors,Plastic
33c,"Door 1 x 2 x 3 Right, for Slotted Bricks, No Glass",Windows and Doors,Plastic
34103,Plate Special 1 x 3 with 2 Studs with Groove and Inside Stud Holder (Jumper),Plates Special,Plastic
34337,Wheel 8 x 6 with Slot,Wheels and Tyres,Plastic
3455,Brick Arch 1 x 6,Bricks Curved,Plastic
3456,Plate 6 x 14,Plates,Plastic
3460,Plate 1 x 8,Plates,Plastic
3464,Wheel Centre Small with Stub Axles (Pulley Wheel),Wheels and Tyres,Plastic
34732,Wall Panel 1 x 4 x 6 Curved Vertically,Panels,Plastic
3474,Wedge Plate 4 x 8 Tail,Plates Angled,Plastic
34816,Brick Special 1 x 2 with Vertical Closed Handle on Edge,Bricks Special,Plastic
3482,Wheel with Split Axle hole,Wheels and Tyres,Plastic
3483,Tyre Offset Tread 24 x 8,Wheels and Tyres,Rubber
3486,"Wheel Hard Plastic Large, D.36, with 4 Studs",Wheels and Tyres,Plastic
3488,Train Buffer Single,Plates Special,Plastic
3491,Plate Special 2 x 5 with Towball Socket,Plates Special,Plastic
3497,Baseplate 8 x 24,Baseplates,Plastic
35,Wheel Spoked Large,Wheels and Tyres,Plastic
35011,"BYGGLEK Lid, 32 x 44 x 2",Bricks Special,Plastic
35016,"BYGGLEK Lid, 11 x 16 x 1",Bricks Special,Plastic
35019,"BYGGLEK Lid, 16 x 22 x 1",Bricks Special,Plastic
35044,Plate Special 4 x 4 with 3 x 3 Quarter Round Cutout,Plates Round Curved and Dishes,Plastic
35157,Glass for Train Door Lip On All Sides,Windows and Doors,Plastic
35199,"BYGGLEK Lid, 22 x 32 x 2",Bricks Special,Plastic
3535,Panel 3 x 3 x 2 Quarter Round,Panels,Plastic
35366,Double Squares (Brickheadz Glasses),"Bars, Ladders and Fences",Plastic
35394,Dish 4 x 4 Inverted with Open Stud [Radar],Plates Round Curved and Dishes,Plastic
354,Glass for Panel 3 x 6 x 6 with Window,Windows and Doors,Plastic
35442,Plate Special 2 x 2 Splat Gear with 6 Teeth,Plates Special,Plastic
35443,Plate Special 4 x 4 Splat Gear with 10 Teeth,Plates Special,Plastic
35446,Plate Special 6 x 6 Splat Gear with 14 Teeth,Plates Special,Plastic
35459,Tile Special 1 x 3 Inverted with Center Hole,Tiles Special,Plastic
35464,Slope Double 45° 1 x 1,Bricks Sloped,Plastic
35470,Plate Special 3 x 5 Cloud with 3 Center Studs,Plates Special,Plastic
35473,"Plate, Flower 4 x 4 Rounded Petals with Center Stud",Plates Special,Plastic
35477,Brick Curved 3 x 1 with Round Ends,Bricks Curved,Plastic
35480,Plate Special 1 x 2 Rounded with 2 Open Studs,Plates Special,Plastic
35563,Tower Roof 2 x 4 x 4 Half Cone Shaped with Roof Tiles,Bricks Round and Cones,Plastic
35565,Panel 2 x 6 x 6 with Gothic Arch,Panels,Plastic
35578,Tyre Offroad 37 x 14,Wheels and Tyres,Rubber
35649,Tile Special 1 x 2 Diamond Plain,Tiles Special,Plastic
35787,Tile 45° Cut 2 x 2,Tiles Special,Plastic
3579,Door Frame 1 x 3 x 4,Windows and Doors,Plastic
3581,Brick Special 1 x 1 x 2 with Shutter Holder,Bricks Special,Plastic
3582,Window 1 x 2 x 2 Shutter,Windows and Doors,Plastic
3585,"Wedge, Plate 7 x 12 Wing Right",Plates Angled,Plastic
3586,"Wedge, Plate 7 x 12 Wing Left",Plates Angled,Plastic
36,Tyre Smooth Old Style - Large,Wheels and Tyres,Rubber
3622,Brick 1 x 3,Bricks,Plastic
3623,Plate 1 x 3,Plates,Plastic
3628,"Bar 3L with 1 Clip on One Side, 2 Clips on Other Side","Bars, Ladders and Fences",Plastic
3633,Fence 1 x 4 x 1,"Bars, Ladders and Fences",Plastic
3634,Tyre 43 x 17,Wheels and Tyres,Rubber
3641,Tyre 15 x 6 Offset Tread Small,Wheels and Tyres,Rubber
3644,Door 1 x 4 x 6,Windows and Doors,Plastic
3645,Baseplate 24 x 40,Baseplates,Plastic
3659,Brick Arch 1 x 4,Bricks Curved,Plastic
3660,"Slope Inverted 45° 2 x 2 [Ovoid Bottom Pin, Bar-sized Stud Holes]",Bricks Sloped,Plastic
3660a,Slope Inverted 45° 2 x 2 [Round Bottom Pin],Bricks Sloped,Plastic
3660b,"Slope Inverted 45° 2 x 2 [Ovoid Bottom Pin, Small Stud Holes]",Bricks Sloped,Plastic
3661,Plate Round 1 x 1 with Vertical Bar,Plates Special,Plastic
3665,Slope Inverted 45° 2 x 1,Bricks Sloped,Plastic
3665a,Slope Inverted 45° 2 x 1 [Old Type with Small Stud Hole],Bricks Sloped,Plastic
3666,Plate 1 x 6,Plates,Plastic
367,Baseplate 24 x 24 with Studs on Edges,Baseplates,Plastic
3675,Slope 33° 3 x 3 Double Convex,Bricks Sloped,Plastic
3676,Slope Inverted 45° 2 x 2 Double Convex,Bricks Sloped,Plastic
3678a,Slope 65° 2 x 2 x 2 Smooth without Bottom Tube,Bricks Sloped,Plastic
3678b,Slope 65° 2 x 2 x 2 with Bottom Tube,Bricks Sloped,Plastic
3684,Slope 75° 2 x 2 x 3 [Hollow Studs],Bricks Sloped,Plastic
36840,Bracket 1 x 1 - 1 x 1 Inverted,Plates Special,Plastic
36841,Bracket 1 x 1 - 1 x 1,Plates Special,Plastic
3685,Slope 75° 2 x 2 x 3 Double Convex,Bricks Sloped,Plastic
3688,Slope 75° 2 x 2 x 2 Quadruple Convex,Bricks Sloped,Plastic
3709,Technic Plate 2 x 4 [3 Holes],Plates Special,Plastic
3710,Plate 1 x 4,Plates,Plastic
37195,Wheel Cover / Hub Cap 28 Spokes 18mm D.,Wheels and Tyres,Plastic
3730,"Plate Special 2 x 2 with Towball Socket, Short, 4 Slots",Plates Special,Plastic
3731,Plate 2 x 2 with Towball,Plates Special,Plastic
37352,Brick Curved 1 x 2 x 1 No Studs,Bricks Curved,Plastic
3738,Technic Plate 2 x 8 [7 Holes],Plates Special,Plastic
3739,Wheel 24 x 43 Technic,Wheels and Tyres,Plastic
374,Baseplate 16 x 32 with Rounded Corners [Plain],Baseplates,Plastic
3740,Tyre 43 x 24 Technic,Wheels and Tyres,Rubber
37452,Brick Special 1 x 2 x 2 with Photo Clip,Bricks Special,Plastic
3747a,Slope Inverted 33° 3 x 2 [No Connections between Studs],Bricks Sloped,Plastic
3747b,Slope Inverted 33° 3 x 2 [Connections between Studs],Bricks Sloped,Plastic
37494,"Bar, Parallel Angled with 2 Connecting Bars (Train Hinge)","Bars, Ladders and Fences",Plastic
3754,Brick 1 x 6 x 5,Bricks,Plastic
3755,Brick 1 x 3 x 5 without Side Supports,Bricks,Plastic
3755a,Brick 1 x 3 x 5 with Side Supports,Bricks,Plastic
3761,Window 1 x 6 x 5,Windows and Doors,Plastic
3762,Glass for Window 1 x 6 x 5,Windows and Doors,Plastic
3794a,Plate Special 1 x 2 with 1 Stud without Groove (Jumper),Plates Special,Plastic
3794b,Plate Special 1 x 2 with 1 Stud with Groove (Jumper),Plates Special,Plastic
3795,Plate 2 x 6,Plates,Plastic
3811,Baseplate 32 x 32,Baseplates,Plastic
3821,Door 1 x 3 x 1 Right,Windows and Doors,Plastic
3822,Door 1 x 3 x 1 Left,Windows and Doors,Plastic
38317,Cone Half 2 x 4 x 3,Bricks Round and Cones,Plastic
3832,Plate 2 x 10,Plates,Plastic
38320,Bars For Window 1 x 2 x 2,Windows and Doors,Plastic
38340,Train Wheel RC Train 16.6 x 23,Wheels and Tyres,Plastic
3839a,"Plate Special 1 x 2 with Handles [Round Ends, Mid Attachment]",Plates Special,Plastic
3839b,Plate Special 1 x 2 with Handles [Flat Ends / Low Attachment],Plates Special,Plastic
3853,Window 1 x 4 x 3,Windows and Doors,Plastic
3854,Window 1 x 2 x 3 Pane,Windows and Doors,Plastic
3855,Glass for Window 1 x 4 x 3,Windows and Doors,Plastic
3855a,Glass for Window 1 x 4 x 3 [Old Style - Circular Indent],Windows and Doors,Plastic
3856,Window 1 x 2 x 3 Shutter,Windows and Doors,Plastic
3857,Baseplate 16 x 32,Baseplates,Plastic
38583,Brick Special Arch 1 x 2 Jumper,Bricks Special,Plastic
38585,Brick Special Arch 1 1/2 x 1 1/2 Corner,Bricks Special,Plastic
3861a,"Door 1 x 4 x 5 with 4 Panes, Rounded Base",Windows and Doors,Plastic
3861b,"Door 1 x 4 x 5 with 4 Panes, Squared Base",Windows and Doors,Plastic
3865,Baseplate 8 x 16,Baseplates,Plastic
3867,Baseplate 16 x 16,Baseplates,Plastic
3933,Wedge Plate 8 x 4 Wing Left,Plates Angled,Plastic
3934,Wedge Plate 8 x 4 Wing Right,Plates Angled,Plastic
3935,Wedge Plate 4 x 4 Wing Right,Plates Angled,Plastic
3936,Wedge Plate 4 x 4 Wing Left,Plates Angled,Plastic
3939,Slope 33° 3 x 6,Bricks Sloped,Plastic
3941,Brick Round 2 x 2 with Axle Hole,Bricks Round and Cones,Plastic
3942,Cone 2 x 2 x 2 [Undetermined Stud Type],Bricks Round and Cones,Plastic
3942a,Cone 2 x 2 x 2 [Solid Stud],Bricks Round and Cones,Plastic
3942b,Cone 2 x 2 x 2 with Blocked Open Stud,Bricks Round and Cones,Plastic
3942c,Cone 2 x 2 x 2 with Completely Open Stud,Bricks Round and Cones,Plastic
3943a,Cone 4 x 4 x 2 [No Axle Hole],Bricks Round and Cones,Plastic
3943b,Cone 4 x 4 x 2 with Axle Hole [Plain],Bricks Round and Cones,Plastic
3956,Bracket 2 x 2 - 2 x 2,Plates Special,Plastic
3957a,Antenna 1 x 4 with Rounded Top,"Bars, Ladders and Fences",Plastic
3957b,Antenna 1 x 4 with Flat Top,"Bars, Ladders and Fences",Plastic
3958,Plate 6 x 6,Plates,Plastic
3960,Dish 4 x 4 Inverted [Radar],Plates Round Curved and Dishes,Plastic
3961,Dish 8 x 8 Inverted [Radar],Plates Round Curved and Dishes,Plastic
39611,Plate Special 5-Point Star 4 x 4 2/3 with One Stud,Plates Special,Plastic
39613,Plate Angled 3 x 3 with Heart Shape,Plates Angled,Plastic
397,Baseplate 10 x 16,Baseplates,Plastic
39739,Tile 1 x 1 Heart,Tiles Round and Curved,Plastic
39789,Brick Special 2 x 4 with 3 Axle Holes,Bricks Special,Plastic
4000,Ladder 16 x 4 with Semi-Circular Pivot,"Bars, Ladders and Fences",Plastic
40066,Panel 1 x 6 x 7 with 2 Columns and Arch,Panels,Plastic
40241,"Door 1 x 4 x 6 Round Top with Window and Keyhole, Nonreinforced Edge",Windows and Doors,Plastic
40242,Door Frame 1 x 8 x 6 with Moulded Stone Print and Clips,Windows and Doors,Plastic
40243,Stairs Spiral Step,"Bars, Ladders and Fences",Plastic
40249,"Door 2 x 5 x 5 Swivel, Bracket Base",Windows and Doors,Plastic
40253,Door Frame 2 x 8 x 6 Swivel without Bottom Notches,Windows and Doors,Plastic
4032a,Plate Round 2 x 2 with Axle Hole Type 1 (+ Opening),Plates Round Curved and Dishes,Plastic
4032b,Plate Round 2 x 2 with Axle Hole Type 2 (X Opening),Plates Round Curved and Dishes,Plastic
4033,Window 1 x 4 x 3 Train with All Studs Hollow,Windows and Doors,Plastic
4034,Glass for Train Window 1 x 4 x 3,Windows and Doors,Plastic
4035,Window 1 x 2 x 3 Train,Windows and Doors,Plastic
4036,Glass for Train Window 1 x 2 x 3,Windows and Doors,Plastic
4070,Brick Special 1 x 1 with Headlight and No Slot,Bricks Special,Plastic
4071,Door Frame 2 x 6 x 7,Windows and Doors,Plastic
4081a,Plate Special 1 x 1 with Clip Light [Thin Ring],Plates Special,Plastic
4081b,Plate Special 1 x 1 with Clip Light [Thick Ring],Plates Special,Plastic
4083,Bar 1 x 4 x 2 with Studs,"Bars, Ladders and Fences",Plastic
4084,Tyre 21 x 8 Offset Tread Medium,Wheels and Tyres,Rubber
4085a,Plate Special 1 x 1 with Clip Vertical [Thin Open O Clip],Plates Special,Plastic
4085b,Plate Special 1 x 1 with Clip Vertical [Thin U Clip],Plates Special,Plastic
4085c,Plate Special 1 x 1 with Clip Vertical [Thick U Clip],Plates Special,Plastic
4088,Brick Curved 1 x 4 x 2 Centre Stud Top [aka Fabuland Radiator],Bricks Curved,Plastic
4092,Tile Special 6 x 4 with Beveled Edges and 7mm Pin (Train Bogie Plate),Tiles Special,Plastic
4095,Bar 6.6L with Stop Ring [Umbrella Stand],"Bars, Ladders and Fences",Plastic
40996,Brick Curved 1 x 4 with Sloped Ends and Two Top Studs,Bricks Curved,Plastic
4130,Door Frame 2 x 4 x 5,Windows and Doors,Plastic
4131,Door 1 x 4 x 5,Windows and Doors,Plastic
4132,Window 2 x 4 x 3 Frame with Solid Studs,Windows and Doors,Plastic
4133,Window 2 x 4 x 3 Pane,Windows and Doors,Plastic
4150,Tile Round 2 x 2 with Bottom Cross,Tiles Round and Curved,Plastic
4151,Plate Special 8 x 8 with Grille [Undetermined Center],Plates Special,Plastic
4151a,Plate Special 8 x 8 with Grille [No Hole in Center],Plates Special,Plastic
4151b,Plate Special 8 x 8 with Grille [Hole in Center],Plates Special,Plastic
4151c,Plate Special 8 x 8 with Grille [2 x 2 Diamond Cutout Center],Plates Special,Plastic
41539,Plate 8 x 8,Plates,Plastic
4161,Slope 33° 3 x 3,Bricks Sloped,Plastic
4162,Tile 1 x 8 with Groove,Tiles,Plastic
41682,Bracket 2 x 2 with 1 x 2 Vertical Studs,Plates Special,Plastic
41740,Plate Special 1 x 4 with 2 Studs with Groove [New Underside],Plates Special,Plastic
4175,Plate Special 1 x 2 with Ladder,Plates Special,Plastic
41766,Brick Curved 8 x 2 x 2,Bricks Curved,Plastic
41769,Wedge Plate 4 x 2 Right,Plates Angled,Plastic
41770,Wedge Plate 4 x 2 Left,Plates Angled,Plastic
4180,"Brick, Modified 2 x 4 with Wheels Holder Freestyle",Wheels and Tyres,Plastic
4180c01,"Wheels Train Spoked Small (23mm D.) and Black Brick, Modified 2 x 4 [Black]",Wheels and Tyres,Plastic
4180c02,"Brick, Modified 2 x 4 with Wheels, Freestyle Red",Wheels and Tyres,Plastic
4181,Door 1 x 4 x 5 Train Left,Windows and Doors,Plastic
4182,Door 1 x 4 x 5 Train Right,Windows and Doors,Plastic
41823,Fence Decorative 3 x3 x 2 Quarter Round with 2 Studs,"Bars, Ladders and Fences",Plastic
4183,Glass for Train Door Lip On Top and Bottom,Windows and Doors,Plastic
4185,Technic Wedge Belt Wheel [aka Pulley],Wheels and Tyres,Plastic
41855,Brick Curved 2 x 2 x 2/3 Two Studs and Lip End,Bricks Curved,Plastic
4186,Baseplate 48 x 48,Baseplates,Plastic
41862,Plate Special 2 x 2 with Grills,Plates Special,Plastic
4187,Baseplate 8 x 32,Baseplates,Plastic
41893,Tyre 68.8 x 36 H,Wheels and Tyres,Rubber
41896,Wheel 43.2 x 26 Technic Racing Small with 3 Pinholes,Wheels and Tyres,Plastic
41897,Tyre 56 x 28 ZR Street,Wheels and Tyres,Rubber
41948,Plate 8 x 8 with Rounded End,Plates Round Curved and Dishes,Plastic
420,"Ladder Two Piece, Bottom Section","Bars, Ladders and Fences",Plastic
4201,Brick 8 x 8,Bricks,Plastic
4202,Brick 4 x 12,Bricks,Plastic
42022,Brick Curved 6 x 1,Bricks Curved,Plastic
42023,Brick Curved 6 x 1 Inverted,Bricks Curved,Plastic
4204,Brick 8 x 16,Bricks,Plastic
4207,Ladder 14 x 2.5,"Bars, Ladders and Fences",Plastic
421,"Ladder Two Piece, Top Section","Bars, Ladders and Fences",Plastic
4215a,Panel 1 x 4 x 3 [Solid Studs],Panels,Plastic
4215b,Panel 1 x 4 x 3 [Hollow Studs],Panels,Plastic
4216,Brick Special 1 x 2 with Groove,Bricks Special,Plastic
4217,Brick Special 1 x 14 Grooved,Bricks Special,Plastic
4218,Garage Roller Door Section without Handle,Windows and Doors,Plastic
4219,Garage Roller Door Section with Handle,Windows and Doors,Plastic
422,Plate Modified 2 x 2 with Small Holes for Metal Axle,Plates Special,Plastic
4228,Slope Inverted 33° 5 x 6 x 2,Bricks Sloped,Plastic
42445,Bar 1 x 12 with 1 x 2 Plate End with Solid Studs and 1 x 1 Round Plate End,"Bars, Ladders and Fences",Plastic
42448,Gate 1 x 4 x 9 Arched with Bars and Three Studs,Windows and Doors,Plastic
42509,Glass for Frame 1 x 6 x 6,Windows and Doors,Plastic
4259,Wheel Freestyle with Freestyle Pin Hole,Wheels and Tyres,Plastic
42608,"Plate Special 2 x 4 Thin 4 Holes, Struts and 2 Pins [Undercarriage]",Plates Special,Plastic
42609,Wedge Plate 16 x 16 x 1 with 4 Pins,Plates Special,Plastic
42610,Wheel 11 x 8 with Center Groove,Wheels and Tyres,Plastic
4266,Wheel 20 x 30 Technic,Wheels and Tyres,Plastic
4267,Tyre 30 x 20 Technic,Wheels and Tyres,Rubber
42716,Wheel 30 x 20 5-Spoke,Wheels and Tyres,Plastic
42819,Door 1 x 4 x 5 Train Right - Thick Support Bottom,Windows and Doors,Plastic
4282,Plate 2 x 16,Plates,Plastic
4285a,"Dish 6 x 6 Inverted, Radar / Webbed [No Anti-studs]",Plates Round Curved and Dishes,Plastic
4285b,"Dish 6 x 6 Inverted, Radar / Webbed [Anti-studs at 90°]",Plates Round Curved and Dishes,Plastic
4286,Slope 33° 3 x 1,Bricks Sloped,Plastic
4287a,Slope Inverted 34° 3 x 1 without Internal Stopper,Bricks Sloped,Plastic
4287b,Slope Inverted 34° 3 x 1 with Internal Stopper,Bricks Sloped,Plastic
4287c,Slope Inverted 33° 3 x 1 with Internal Stopper and No Front Stud Connection,Bricks Sloped,Plastic
4288,Wheel Full Rubber Balloon with Axle hole,Wheels and Tyres,Plastic
42918,Slope Curved 8 x 2 No Studs,Bricks Curved,Plastic
42936,"Track System, Straight Track 16 x 8 x 2",Baseplates,Plastic
42938,"Track System, Curved Track 17 x 12 x 2",Baseplates,Plastic
42941,"Track System, Y-shaped Track 18 x 16 x 2",Baseplates,Plastic
42942,"Track System, Ramp Track 16 x 8 x 6",Baseplates,Plastic
429c01,"Brick Special, 2 x 4, Train Sliding Wheel Holder Brick",Bricks Special,Plastic
43085,Sports Arena Section / Skateboard Ramp,Bricks Curved,Plastic
43086,Sports Arena Section / Snowboard Ramp Corner,Bricks Curved,Plastic
43337,Panel 1 x 4 x 1 with Rounded Corners [Thick Wall],Panels,Plastic
4347,Window 1 x 4 x 5 with Fixed Glass,Windows and Doors,Plastic
43719,Wedge Plate 4 x 4 with 2 x 2 Cutout,Plates Angled,Plastic
43722,Wedge Plate 3 x 2 Right,Plates Angled,Plastic
43723,Wedge Plate 3 x 2 Left,Plates Angled,Plastic
43898,Dish 3 x 3 Inverted [Radar],Plates Round Curved and Dishes,Plastic
