part_num,name,part_cat_id,part_material
43967,Door 1 x 4 x 5 Train Left - Thick Support Bottom,Windows and Doors,Plastic
43979,Wedge Plate Special 12 x 12,Plates Special,Plastic
44126,Brick Curved 6 x 2,Bricks Curved,Plastic
44292,Wheel 30.4 x 20 with 3 Pinholes,Wheels and Tyres,Plastic
44308,Tyre 43.2 x 22 H,Wheels and Tyres,Rubber
44309,Tyre 43.2 x 22 ZR,Wheels and Tyres,Rubber
44359,Dome Hemisphere 3 x 3 Ball Turret,Bricks Round and Cones,Plastic
44375a,Dish 6 x 6 Inverted (Radar) with Hollow Studs,Plates Round Curved and Dishes,Plastic
44375b,Dish 6 x 6 Inverted (Radar) with Solid Studs,Plates Round Curved and Dishes,Plastic
4444,Panel 2 x 5 x 6 Wall with Arched Window,Panels,Plastic
4445,Slope 45° 2 x 8,Bricks Sloped,Plastic
4447,Window 4 x 4 x 3 Roof,Windows and Doors,Plastic
4448,Glass for Window 4 x 4 x 3 Roof,Windows and Doors,Plastic
44511,Tower Roof 8 x 12 x 10 Onion Dome,Bricks Round and Cones,Plastic
4460a,Slope 75° 2 x 1 x 3 with Open Stud,Bricks Sloped,Plastic
4460b,Slope 75° 2 x 1 x 3 with Hollow Stud,Bricks Sloped,Plastic
44665,Brick Special 4 x 12 x 4 - Plane Bottom,Bricks Special,Plastic
44675,Slope Curved 2 x 2 No Studs - 3 Recessed Side Ports,Bricks Curved,Plastic
44728,Bracket 1 x 2 - 2 x 2,Plates Special,Plastic
4475,"Wedge, Plate 8 x 8 with 4 x 4 Cutout",Plates Angled,Plastic
4477,Plate 1 x 10,Plates,Plastic
44771,Tyre 68.8 x 36 ZR,Wheels and Tyres,Rubber
44772,Wheel 56 x 34 Technic Racing Medium with 3 Pin Holes,Wheels and Tyres,Plastic
44799,Tyre with Centre Groove [Tightrope Guide Wheel],Wheels and Tyres,Rubber
44861,Plate Special 1 x 2 [Open O Top Clip],Plates Special,Plastic
44865,Brick Special 1 x 2 with Pin - Bottom Stud Holder,Bricks Special,Plastic
4488,Plate Special 2 x 2 with Wheel Holder,Plates Special,Plastic
4489a,"Wheel Wagon Large (33mm D.), Round Hole For Wheel Holder Pin",Wheels and Tyres,Plastic
4489b,"Wheel Wagon Large (33mm D.), hole notched for wheels holder pin",Wheels and Tyres,Plastic
4490,Brick Arch 1 x 3,Bricks Curved,Plastic
45,Tile 1 x 2 with Ball,Tiles Special,Plastic
4509,Slope 33° 6 x 6 Double (Train Roof),Bricks Sloped,Plastic
4510,Plate Special 1 x 8 with Door Rail,Plates Special,Plastic
4511,Door Sliding - Type 1,Windows and Doors,Plastic
4515,Slope 10° 6 x 8,Bricks Sloped,Plastic
453a,"Window 1 x 4 x 2 Classic with Solid Studs, No Glass",Windows and Doors,Plastic
453ac01,Window 1 x 4 x 2 Classic with Solid Studs [Complete],Windows and Doors,Plastic
453b,"Window 1 x 4 x 2 Classic with Long Sill, No Glass",Windows and Doors,Plastic
453bc01,Window 1 x 4 x 2 Classic with Long Sill [Complete],Windows and Doors,Plastic
453c,"Window 1 x 4 x 2 Classic with Short Sill, No Glass",Windows and Doors,Plastic
453cc01,Window 1 x 4 x 2 Classic with Short Sill [Complete],Windows and Doors,Plastic
45410,Slope Curved 8 x 6 x 2 Inverted Double,Bricks Curved,Plastic
45411,Slope Curved 8 x 6 x 2 Double,Bricks Curved,Plastic
455,Baseplate 16 x 24 with Rounded Corners,Baseplates,Plastic
45522,Plate Special 6 x 6 x 2/3 with 4 Studs and Embossed 'SPORTS',Plates Special,Plastic
45677,Slope Curved 4 x 4 x 2/3 Triple Curved with 2 Studs,Bricks Curved,Plastic
458,Tyre for Train Wheel for Electric Train Motor 12V,Wheels and Tyres,Rubber
4588,"Brick Round 1 x 1 with Fins, Open Stud",Bricks Round and Cones,Plastic
4589,Cone 1 x 1 [No Top Groove],Bricks Round and Cones,Plastic
4590,Plate Special 1 x 4 Offset,Plates Special,Plastic
4591,Brick Round 2 x 2 x 2 with Axle Hole and Fins,Bricks Round and Cones,Plastic
45918,Wheels Skateboard,Wheels and Tyres,Plastic
4592,Lever Small Base,"Bars, Ladders and Fences",Plastic
4593,Lever Small,"Bars, Ladders and Fences",Plastic
4595,Brick Special 1 x 2 x 2/3 with Studs on Sides,Bricks Special,Plastic
4596,Plate Special 1 x 2 with Long Stud Receptacle (Space Wing),Plates Special,Plastic
4598,Bracket 3 x 2 - 2 x 2 [aka Space Seat],Plates Special,Plastic
45982,Tyre 81.6 x 38 R Balloon,Wheels and Tyres,Rubber
4600,Plate Special 2 x 2 with Wheel Holders,Plates Special,Plastic
4607,Plate Special 4 x 16 with 24 studs,Plates Special,Plastic
4611,Door 1 x 6 x 7 Barred,Windows and Doors,Plastic
46212,Brick 1 x 2 x 5 without Side Supports,Bricks,Plastic
4623,Plate Special 1 x 2 with Arm Up [Horizontal Arm 6mm],Plates Special,Plastic
4624,Wheel 8 x 6,Wheels and Tyres,Plastic
46342,Plate Angled 6 x 6 Heart Shape,Plates Angled,Plastic
47116,Brick Special 12 x 24 with 4 Corner Pegs,Bricks Special,Plastic
47117,Brick Special 2 x 2 with Grooves and Top Peg,Bricks Special,Plastic
47122,Brick Special 2 x 24 with 2 End Pegs,Bricks Special,Plastic
4720,Wheel Bicycle without Tire,Wheels and Tyres,Plastic
4729,"Brick Special 2 x 2 No Studs, Top Pin",Bricks Special,Plastic
4730,Brick Special 2 x 2 with Pin and No Axle Hole,Bricks Special,Plastic
4732,Bracket 8 x 2 x 1 1/3,Plates Special,Plastic
4733,Brick Special 1 x 1 Studs on 4 Sides,Bricks Special,Plastic
4735,Bar 1 x 3 [Clip / Anti-Stud],"Bars, Ladders and Fences",Plastic
4737,Panel 4 x 4 x 6 Corner Convex Ribbed,Panels,Plastic
47376,Brick Round Corner 12 x 12 with 3 Support Pegs,Bricks Round and Cones,Plastic
47397,Wedge Plate 12 x 3 Left,Plates Angled,Plastic
47398,Wedge Plate 12 x 3 Right,Plates Angled,Plastic
4740,Dish 2 x 2 Inverted [Radar],Plates Round Curved and Dishes,Plastic
47405,Boat Bow Plate 8 x 12,Plates Angled,Plastic
47407,Wedge Plate 4 x 6,Plates Angled,Plastic
4741,Window 4 x 4 x 6 Outward Sloping,Windows and Doors,Plastic
4742,Cone 4 x 4 x 2 Hollow No Studs,Bricks Round and Cones,Plastic
4743,Brick Arch 2 x 8 x 3,Bricks Curved,Plastic
4744,Brick Curved 2 x 4 x 2 Double Curved Top [Plain],Bricks Curved,Plastic
47457,Brick Curved 2 x 2 x 2/3 Two Studs and Curved Slope End,Bricks Curved,Plastic
4747,"Brick Special 2 x 4 with Coupling, Male",Bricks Special,Plastic
4748,"Brick Special 2 x 4 with Coupling, Female",Bricks Special,Plastic
47543,Cone Half 8 x 4 x 6,Bricks Round and Cones,Plastic
47576,"Wheel Hockey Puck, Small",Wheels and Tyres,Plastic
4770,Brick Round 1 x 1 x 2/3 Light Bulb Cover,Bricks Round and Cones,Plastic
47720,Plate Special 2 x 2 with Wheels Holder Wide - Technic Pins,Plates Special,Plastic
4781,Fabuland Lamp Post,"Bars, Ladders and Fences",Plastic
4784,Stairs 4 x 7 x 9 1/3 Straight Enclosed,"Bars, Ladders and Fences",Plastic
47846,Brick Curved 10 x 4 x 2 Cockpit,Bricks Curved,Plastic
47855,Brick Special 2 x 12 with 2 End Pegs,Bricks Special,Plastic
47899c01,Door 1 x 4 x 5 Left with Trans-Clear Glass,Windows and Doors,Plastic
47899c03,Door 1 x 4 x 5 Left with Trans-Brown Glass,Windows and Doors,Plastic
47899c04,Door 1 x 4 x 5 Left with Reddish Brown Glass,Windows and Doors,Plastic
47905,Brick Special 1 x 1 with Studs on 2 Sides,Bricks Special,Plastic
47974,Brick Round Corner 4 x 8 Full Brick Double,Bricks Round and Cones,Plastic
47998,Plate Special 4 x 4 with Clips Horizontal,Plates Special,Plastic
48092,Brick Round Corner 4 x 4 Macaroni Wide with 3 Studs,Bricks Round and Cones,Plastic
48183,Wedge Plate 3 x 4 with Stud Notches,Plates Angled,Plastic
48205,Wedge Plate 6 x 4 Right,Plates Angled,Plastic
48208,Wedge Plate 6 x 4 Left,Plates Angled,Plastic
48288,Tile 8 x 16 with Bottom Tubes on Edges,Tiles,Plastic
48298,Sports Net 6 x 1 x 5 Lattice Curved,"Bars, Ladders and Fences",Plastic
48336,Plate Special 1 x 2 [Side Handle Closed Ends],Plates Special,Plastic
48457,Leg Skeleton / Dementor Stand,"Bars, Ladders and Fences",Plastic
48490,Panel 3 x 8 x 6 with Arched Window,Panels,Plastic
4854,Slope Inverted 45° 4 x 4 Double,Bricks Sloped,Plastic
4859,Wedge Plate 3 x 4 without Stud Notches,Plates Angled,Plastic
4861,Slope 45° 3 x 4 Double / 33°,Bricks Sloped,Plastic
4862,Glass for Window 1 x 2 x 2 Plane,Windows and Doors,Plastic
4863,Window 1 x 4 x 2 Plane,Windows and Doors,Plastic
4864a,Panel 1 x 2 x 2 [Solid Studs],Panels,Plastic
4864b,Panel 1 x 2 x 2 [Hollow Studs],Panels,Plastic
4865,Panel 1 x 2 x 1 [Undetermined Corners],Panels,Plastic
4865a,Panel 1 x 2 x 1 [Square Corners],Panels,Plastic
4865b,Panel 1 x 2 x 1 [Rounded Corners],Panels,Plastic
4871,Slope Inverted 45° 4 x 2 Double,Bricks Sloped,Plastic
48729a,Bar 1L with Clip,"Bars, Ladders and Fences",Plastic
48729b,Bar 1L with Clip [Cut Edges and One Side Hole] [Gap in Clip],"Bars, Ladders and Fences",Plastic
4873,Bar 1 x 6 [Open Studs],"Bars, Ladders and Fences",Plastic
48995,Tile Special 3 x 2 with Hole,Tiles Special,Plastic
49098,Hub Cap 24mm without Tube,Wheels and Tyres,Plastic
49294,"Wheel 56 x 34 Technic Racing Medium with 6 Pin Holes, Open Spokes",Wheels and Tyres,Plastic
49307,"Brick Curved 1 x 1 x 2/3 Double Curved Top, No Studs",Bricks Curved,Plastic
49308,Brick Round 3 x 3 Dome with Center Stud,Bricks Round and Cones,Plastic
49309,Cone 2 x 2 x 2 Inverted,Bricks Round and Cones,Plastic
49311,Brick 1 x 4 x 3,Bricks,Plastic
49612,Brick Round Corner 4 x 4 x 3 Dome Top,Bricks Round and Cones,Plastic
49618,Slope 25° 1 x 8 x 3,Bricks Sloped,Plastic
49668,Plate Special 1 x 1 with Tooth,Plates Special,Plastic
49699,Brick 1 x 6 x 4 with 4 Pinholes and Cutout,Bricks Special,Plastic
49736,"Tube, Slide Straight",Bricks Special,Plastic
49737,"Tube, Slide Curved 45deg",Bricks Special,Plastic
498,Technic Tread Crawler,Wheels and Tyres,Plastic
5,Fabuland Fire Ladder Holder 2 x 4 x 2 1/2,"Bars, Ladders and Fences",Plastic
50254,"Train Wheel Small, hole notched for wheels holder pin",Wheels and Tyres,Plastic
50303,Boat Bow Plate 7 x 6 with Stud Notches,Plates Angled,Plastic
50304,"Wedge Plate 8 x 3, 22° Right",Plates Angled,Plastic
50305,"Wedge Plate 8 x 3, 22° Left",Plates Angled,Plastic
50861,Tyre 21 x 6 City Motorcycle,Wheels and Tyres,Rubber
50862,Wheel Centre 15 x 6 City Motorcycle,Wheels and Tyres,Plastic
50944,Wheel 11 x 6 mm with Five Spokes [Plain],Wheels and Tyres,Plastic
50950,Slope Curved 3 x 1 No Studs,Bricks Curved,Plastic
50951,Tyre 14 x 6 Solid Smooth,Wheels and Tyres,Rubber
50965,Wheel Cover 5 Spoke with Centre Stud - 56mm D. [Fits 44772],Wheels and Tyres,Plastic
50967,Brick Arch 8 x 1 x 1 2/3 Curved,Bricks Curved,Plastic
50990a,Dish 10 x 10 Inverted (Radar) with Hollow Studs,Plates Round Curved and Dishes,Plastic
50990b,Dish 10 x 10 Inverted (Radar) with Solid Studs,Plates Round Curved and Dishes,Plastic
51011,Tyre 17.5 x 6 with Shallow Staggered Treads,Wheels and Tyres,Rubber
51266,Glass For Frame 1 x 3 x 3,Windows and Doors,Plastic
51377,Wheel 18 x 14 Spoked,Wheels and Tyres,Plastic
51378,Wheel Technic Street Bike [8420],Wheels and Tyres,Plastic
51542,Baseplate Raised 32 x 48 x 6 with Level Front,Baseplates,Plastic
51595,Baseplate 16 x 16 Road / Driveway [Plain],Baseplates,Plastic
51739,Wedge Plate 2 x 4,Plates Angled,Plastic
52031,Slope Curved 4 x 6 x 2/3 Triple Curved with 4 Studs,Bricks Curved,Plastic
52038,Brick Special 2 x 4 - 1 x 4 with 2 Recessed Studs and Thick Side Arches,Bricks Special,Plastic
52040,Brick Special 12 x 12 with 3 Pin Holes on each Side and Axle Holes in Corners,Bricks Special,Plastic
52107,Brick Special 1 x 2 with Studs on 2 Sides,Bricks Special,Plastic
52501,Slope Inverted 45° 6 x 1 Double with 1 x 4 Cutout,Bricks Sloped,Plastic
53119,Plate Round 1 x 1 Swirled Top / Poo,Plates Round Curved and Dishes,Plastic
53540,"Brick Special 1 x 2 with 2 Pins, Square Pin Holes",Bricks Special,Plastic
53588,Baseplate Raised 16 x 16 No Studs with Cross Opening and 4 Holes,Baseplates,Plastic
539,Tyre for Wheel 41mm Znap,Wheels and Tyres,Rubber
54086,Wheel Cover 5 Spoke without Centre Stud - 35mm D.,Wheels and Tyres,Plastic
54087,Wheel 30.4 x 20 without Pinholes and with Unreinforced Rim,Wheels and Tyres,Plastic
54091,Slope Curved 8 x 8 x 2 Inverted Double,Bricks Curved,Plastic
54093,Wing Plate 20 x 56 with 6 x 10 cutout,Plates Angled,Plastic
54095,Slope Curved 8 x 8 x 2 Double,Bricks Curved,Plastic
54097,Door 2 x 4 x 6 Curved Aircraft,Windows and Doors,Plastic
54120,Tyre 94.8 x 44 R Balloon,Wheels and Tyres,Rubber
54200,Slope 30° 1 x 1 x 2/3 (Cheese Slope),Bricks Sloped,Plastic
54383,Wedge Plate 6 x 3 Right,Plates Angled,Plastic
54384,Wedge Plate 6 x 3 Left,Plates Angled,Plastic
55817,Wheel Wagon Viking with 12 Holes [7 Studs Diameter],Wheels and Tyres,Plastic
55889,Wheel 18 x 14 with Pin Hole,Wheels and Tyres,Plastic
55976,Tyre 56 x 26 Balloon,Wheels and Tyres,Rubber
55978,Tyre 37 x 22 ZR,Wheels and Tyres,Rubber
55981,"Wheel 18 x 14 with Pin Hole, Fake Bolts and Shallow Spokes",Wheels and Tyres,Plastic
55982,"Wheel 18mm x 14mm with Axle Hole, Fake Bolts and Shallow Spokes",Wheels and Tyres,Plastic
56145,"Wheel 30.4 x 20 without Pinholes, with Reinforced Rim",Wheels and Tyres,Plastic
56890,Tyre 24 x 12 R Balloon,Wheels and Tyres,Rubber
56891,Tyre 37 x 18 R Balloon,Wheels and Tyres,Rubber
56897,Tyre 30 x 10.5 Offset Tread [Centre Band],Wheels and Tyres,Rubber
56898,Tyre 43.2 x 14 Offset Tread,Wheels and Tyres,Rubber
56902,Wheel 18 x 8 with Fake Bolts and Shallow Spokes,Wheels and Tyres,Plastic
56903,Wheel 18 x 8 with Fake Bolts and Shallow Spokes and Axle Hole,Wheels and Tyres,Plastic
56904,Wheel 30 x 14,Wheels and Tyres,Plastic
56907,Tyre 81.6 x 36 R,Wheels and Tyres,Rubber
56908,Wheel 43.2 x 26 Technic Racing Small with 6 Pinholes,Wheels and Tyres,Plastic
57587,Brick Round 7 x 7 x 4 Dome Top,Bricks Round and Cones,Plastic
57878,Train Wheel RC Train,Wheels and Tyres,Plastic
57894,Window 1 x 4 x 6 Frame with 3 Panes,Windows and Doors,Plastic
57895,Glass for Window 1 x 4 x 6,Windows and Doors,Plastic
58088,Wheel Cover 7 Spoke with Axle Hole - 56mm D. [Fits 44772],Wheels and Tyres,Plastic
58090,Tyre 30.4 x 14 VR Solid,Wheels and Tyres,Rubber
58176,Light Cover with Internal Bar / Bionicle Barraki Eye,"Bars, Ladders and Fences",Plastic
58181,Slope 33° 3 x 6 No Inner Walls,Bricks Sloped,Plastic
58380,Door 1 x 3 x 4 Right - Open Between Top and Bottom Hinge,Windows and Doors,Plastic
58381,Door 1 x 3 x 4 Left - Open Between Top and Bottom Hinge,Windows and Doors,Plastic
58846,"Brick Round Corner 10 x 10 with Slope 33° Edge, Axle Hole, Facet Cutout",Bricks Round and Cones,Plastic
59349,Panel 1 x 6 x 5,Panels,Plastic
59521,Wheel Hard Plastic Spoked Giant Thin 160 x 28,Wheels and Tyres,Plastic
59895,Tyre 14 x 4 Smooth Small Single [New Style],Wheels and Tyres,Rubber
59900,Cone 1 x 1 [Top Groove],Bricks Round and Cones,Plastic
600,Door 1 x 6 x 6 Freestyle,Windows and Doors,Plastic
6002,Panel 6 x 6 x 9 Corner Convex with Curved Top,Panels,Plastic
6003,Plate Round Corner 6 x 6,Plates Round Curved and Dishes,Plastic
60032,"Window 1 x 2 x 2 Plane, Single Hole Top and Bottom for Glass",Windows and Doors,Plastic
6005,Brick Arch 1 x 3 x 2 Curved Top,Bricks Curved,Plastic
601,Window 1 x 3 x 4 Pane for Window 2 x 6 x 6 Freestyle,Windows and Doors,Plastic
6014,Wheel 11 x 12 [Undetermined Hole Type],Wheels and Tyres,Plastic
6014a,Wheel 11 x 12 with Hole Round for Wheels Holder Pin,Wheels and Tyres,Plastic
6014b,Wheel 11 x 12 with Hole Notched for Wheels Holder Pin,Wheels and Tyres,Plastic
6015,Tyre 21 x 12 with Offset Tread Small Wide,Wheels and Tyres,Rubber
6016,Bar 1 x 4 x 3 Window [Side Tabs],"Bars, Ladders and Fences",Plastic
6019,Plate Special 1 x 1 with Clip Horizontal [Thick U Clip],Plates Special,Plastic
6020,Bar 7 x 3 with Double Clips (Ladder),"Bars, Ladders and Fences",Plastic
60208,"Wheel 31 x 15 Technic, Pin Hole",Wheels and Tyres,Plastic
60219,Slope Inverted 45° 6 x 4 Double with 4 x 4 Cutout and 3 Holes,Bricks Sloped,Plastic
6032,Brick Special Octagonal 2 x 3 x 1 2/3 Sloped,Bricks Special,Plastic
6037,Brick Special Octagonal 2 x 2 x 3 1/3,Bricks Special,Plastic
60373,Panel 3 x 3 x 5 Quarter Round with 2 1 x 2 Arches,Panels,Plastic
6039,"Cone 2 x 2 x 1 2/3 Octagonal, Open Stud",Bricks Round and Cones,Plastic
604,Window 1 x 6 x 3 Panorama,Windows and Doors,Plastic
6042,Brick Special Octagonal 2 x 2 x 3 1/3 with Side Studs,Bricks Special,Plastic
6043,Brick Special Octagonal 2 x 2 x 3 1/3 Corner,Bricks Special,Plastic
6044,Slope 53° 3 x 1 x 3 1/3 with Studs on Slope,Bricks Sloped,Plastic
6046,Bar 9 x 13 Grille,"Bars, Ladders and Fences",Plastic
60470a,Plate Special 1 x 2 with Clips Horizontal [Thick U-Clips],Plates Special,Plastic
60470b,Plate Special 1 x 2 with Clips Horizontal [Open O Clips],Plates Special,Plastic
60474,Plate Round 4 x 4 with Pin Hole,Plates Round Curved and Dishes,Plastic
60475a,"Brick Special 1 x 1 with Clip Vertical [Thick U Clip, Solid Stud]",Bricks Special,Plastic
60475b,"Brick Special 1 x 1 with Clip Vertical [Open O Clip, Hollow Stud]",Bricks Special,Plastic
60476,Brick Special 1 x 1 with Clip Horizontal,Bricks Special,Plastic
60477,Slope 18° 4 x 1,Bricks Sloped,Plastic
60478,Plate Special 1 x 2 with Handle on End [Closed Ends],Plates Special,Plastic
60479,Plate 1 x 12,Plates,Plastic
60481,Slope 65° 2 x 1 x 2,Bricks Sloped,Plastic
604a,"Window 1 x 6 x 3 Panorama (old type) with Solid Studs, no Glass",Windows and Doors,Plastic
604ac01,Window 1 x 6 x 3 Panorama (old type) with Solid Studs and Fixed Glass,Windows and Doors,Plastic
604b,Window 1 x 6 x 3 Panorama with Top Holes,Windows and Doors,Plastic
6055,Panel 6 x 6 x 6 Corner with Arched Window,Panels,Plastic
6056,Brick Special 2 x 2 x 6 with Groove,Bricks Special,Plastic
60581,Panel 1 x 4 x 3 [Side Supports / Hollow Studs],Panels,Plastic
60583a,"Brick Special 1 x 1 x 3 with 2 Clips Vertical [Solid Stud, Thick U Clips]",Bricks Special,Plastic
60583b,"Brick Special 1 x 1 x 3 with 2 Clips Vertical [Hollow Stud, Open O Clips]",Bricks Special,Plastic
6059,Panel 3 x 3 x 6 Corner Convex with Curved Top,Panels,Plastic
60592,Window 1 x 2 x 2 Flat Front,Windows and Doors,Plastic
60593,Window 1 x 2 x 3 Flat Front,Windows and Doors,Plastic
60594,Window 1 x 4 x 3 without Shutter Tabs,Windows and Doors,Plastic
60596,Door Frame 1 x 4 x 6 Type 2,Windows and Doors,Plastic
60598,Window 2 x 4 x 3 Frame with Hollow Studs,Windows and Doors,Plastic
60599,Door Frame 2 x 4 x 6,Windows and Doors,Plastic
606,Baseplate 32 x 32 with 9-Stud Straight [Plain],Baseplates,Plastic
6060,Brick Arch 1 x 6 x 3 1/3 Curved Top,Bricks Curved,Plastic
60601,Glass for Window 1 x 2 x 2 Flat,Windows and Doors,Plastic
60602,Glass for Window 1 x 2 x 3 Flat Front,Windows and Doors,Plastic
60603,Glass for Window 1 x 4 x 3 [Opening],Windows and Doors,Plastic
60607,Window 1 x 2 x 3 Pane Latticed with Thick Corner Tabs,Windows and Doors,Plastic
60608,Window 1 x 2 x 3 Pane with Thick Corner Tabs,Windows and Doors,Plastic
6061,Brick 2 x 4 x 2 with Holes on Sides without Struts,Bricks Special,Plastic
60614,"Door 1 x 2 x 3 with Vertical Handle, Round Handle Holes on Back",Windows and Doors,Plastic
60616a,Door 1 x 4 x 6 Smooth with Square Handle Plinth,Windows and Doors,Plastic
60616b,Door 1 x 4 x 6 Smooth with Chamfered Handle Plinth,Windows and Doors,Plastic
60621,Door 1 x 4 x 6 Barred with Stud Handle,Windows and Doors,Plastic
60623,Door 1 x 4 x 6 with 4 Panes and Stud Handle,Windows and Doors,Plastic
6063,Plate Special 10 x 10 Octagonal Opening,Plates Special,Plastic
60657,Door 1 x 3 x 3 Right - Open Between Top and Bottom Hinge,Windows and Doors,Plastic
60658,Door 1 x 3 x 3 Left - Open Between Top and Bottom Hinge,Windows and Doors,Plastic
6066,Castle Turret Top 4 x 8 x 2 1/3,Panels,Plastic
607,Baseplate 32 x 32 with 9-Stud Crossroads [Plain],Baseplates,Plastic
60700,Tyre 21 x 12 with Offset Tread Small Wide and Beveled Tread Edge,Wheels and Tyres,Rubber
6072,Castle Turret Top 7 x 7 Corner,Panels,Plastic
6079,Fence 1 x 8 x 2 2/3,"Bars, Ladders and Fences",Plastic
60797c01,Door 1 x 4 x 6 with 3 Panes and Stud Handle with Trans-Light Blue Glass,Windows and Doors,Plastic
60797c02,Door 1 x 4 x 6 with 3 Panes and Stud Handle with Trans-Brown Glass,Windows and Doors,Plastic
60797c03,Door 1 x 4 x 6 with 3 Panes and Stud Handle with Reddish Brown Glass,Windows and Doors,Plastic
60797c04,Door 1 x 4 x 6 with 3 Panes and Stud Handle with Trans-Clear Glass,Windows and Doors,Plastic
608,Baseplate 32 x 32 with 9-Stud T Intersection [Plain],Baseplates,Plastic
60800a,Window 1 x 2 x 3 Shutter with Hinges and Handle,Windows and Doors,Plastic
60800b,Window 1 x 2 x 3 Shutter with Hinges and No Handle,Windows and Doors,Plastic
60806,Window 4 x 4 x 3 Roof with Bottom Panel,Windows and Doors,Plastic
60808,Panel 1 x 4 x 5 with Arched Window,Panels,Plastic
6081,Brick Curved 2 x 4 x 1 1/3 with Curved Top,Bricks Curved,Plastic
6087,Bracket 5 x 2 x 2 1/3,Plates Special,Plastic
60897,Plate Special 1 x 1 with Clip Vertical [Thick Open O Clip],Plates Special,Plastic
609,Baseplate 32 x 32 with 9-Stud Curve [Plain],Baseplates,Plastic
6091,Brick Curved 1 x 2 x 1 1/3 with Curved Top,Bricks Curved,Plastic
6104,Wedge Plate 8 x 8 with 3 x 4 Cutout,Plates Angled,Plastic
6105,Door 1 x 4 x 9 Curved Top,Windows and Doors,Plastic
6106,Wedge Plate 6 x 6 Cut Corner,Plates Angled,Plastic
61068,Slope Brick Curved 2 x 4 x 2/3 No Studs [No Bottom Tubes],Bricks Curved,Plastic
61072,Plate Special 1 x 4 with Angled Tubes,Plates Special,Plastic
6108,Brick Arch 1 x 12 x 3,Bricks Curved,Plastic
6111,Brick 1 x 10,Bricks,Plastic
6112,Brick 1 x 12,Bricks,Plastic
6118,Wheel Hard Plastic Small (22mm D. x 24mm),Wheels and Tyres,Plastic
6121,Tower Roof 4 x 8 x 6,Panels,Plastic
61252,Plate Special 1 x 1 with Clip Horizontal [Thick Open O Clip],Plates Special,Plastic
61254,Tyre Offset Tread with Center Band 23 x 7,Wheels and Tyres,Rubber
61287,Dome Hemisphere 2 x 2 with Cutout,Bricks Round and Cones,Plastic
61345,"Window 1 x 4 x 2 Plane, Single Hole Top and Bottom for Glass",Windows and Doors,Plastic
6140,Bar 1 x 6 [Closed Studs],"Bars, Ladders and Fences",Plastic
61406,Plate Special 1 x 2 with Angular Extension and Flexible Tip [Plain],Plates Special,Plastic
61409,Slope 18° 2 x 1 x 2/3 with 4 Slots,Bricks Sloped,Plastic
6141,Plate Round 1 x 1 with Solid Stud,Plates Round Curved and Dishes,Plastic
61480,Tyre 68.7 x 34 R,Wheels and Tyres,Rubber
61481,Tyre 43.2 x 26 Balloon Small,Wheels and Tyres,Rubber
61487,Slope Curved 4 x 4 x 2 with Holes,Bricks Curved,Plastic
6154,Door Frame 1 x 4 x 4 (Lift),Windows and Doors,Plastic
6155,Door 1 x 4 x 4 Lift,Windows and Doors,Plastic
6156,Panel 1 x 4 x 3 with Fixed Glass,Panels,Plastic
6157,Plate Special 2 x 2 with Wheels Holder Wide,Plates Special,Plastic
6159,Window 4 x 4 x 3 Roof with Centre Bar,Windows and Doors,Plastic
6160,"Window 1 x 4 x 6 Frame with 3 Panes, Fixed Glass with NO GLASS",Windows and Doors,Plastic
6160c01,"Window 1 x 4 x 6 Frame with 3 Panes, with Fixed Trans-Light Blue Glass",Windows and Doors,Plastic
6160c02,"Window 1 x 4 x 6 Frame with 3 Panes, Fixed Glass with Trans-Green Glass",Windows and Doors,Plastic
6160c03,"Window 1 x 4 x 6 Frame with 3 Panes, Fixed Glass with Trans-Dark Blue Glass",Windows and Doors,Plastic
6160c04,"Window 1 x 4 x 6 Frame with 3 Panes, Fixed Glass with Trans-Brown Glass",Windows and Doors,Plastic
6161,Brick Special 24 x 24 without 12 x 12 Quarter Circle,Bricks Round and Cones,Plastic
6162,Brick Round Corner 12 x 12,Bricks Round and Cones,Plastic
61678,Slope Curved 4 x 1 No Studs [Stud Holder with Asymmetric Ridges],Bricks Curved,Plastic
6169,Stairs 13 x 13 x 12 Curved Open,"Bars, Ladders and Fences",Plastic
6178,Plate Special 6 x 12 with Studs on 3 Edges,Plates Special,Plastic
6179,Plate Special 4 x 4 with Studs on One Edge [Plain],Plates Special,Plastic
6180,Plate Special 4 x 6 with Studs on 3 Edges,Plates Special,Plastic
6182,Brick Arch 1 x 4 x 2,Bricks Curved,Plastic
6183,Brick Arch 1 x 6 x 2 Curved Top,Bricks Curved,Plastic
6184,Brick Arch 1 x 12 x 5 Curved Top,Bricks Curved,Plastic
6187,Bar 1 x 4 x 2,"Bars, Ladders and Fences",Plastic
6190,"Bar 1 x 3 (Radio Handle, Phone Handset)","Bars, Ladders and Fences",Plastic
6191,"Brick Curved 1 x 4 x 1 1/3 No Studs, Curved Top",Bricks Curved,Plastic
6205,Plate Special 6 x 16 with Studs on 3 Edges,Plates Special,Plastic
62113,Bar 1 x 4 x 3 [End Tabs],"Bars, Ladders and Fences",Plastic
6212,Brick 4 x 10,Bricks,Plastic
6213,Brick 2 x 6 x 3,Bricks,Plastic
6214,Brick Curved 2 x 8 x 4 with Triple Curved Ends,Bricks Curved,Plastic
6215,Brick Curved 2 x 3 with Curved Top,Bricks Curved,Plastic
