10,10,8
10,30,8
10,50,8
10,70,8
10,90,8
10,110,8
10,130,8
10,150,8
10,170,8
10,190,8
10,210,8
10,230,8
10,250,8
10,270,8
10,290,8
10,310,8
10,330,8
10,350,8
10,370,8
10,390,8
10,410,8
10,430,8
10,450,8
10,470,8
10,490,8
10,510,8
10,530,8
10,550,8
10,570,8
10,590,8
10,610,8
10,630,8
30,10,8
30,30,8
30,50,8
30,70,8
30,90,8
30,110,8
30,130,8
30,150,8
30,170,8
30,190,8
30,210,8
30,230,8
30,250,8
30,270,8
30,290,8
30,310,8
30,330,8
30,350,8
30,370,8
30,390,8
30,410,8
30,430,8
30,450,8
30,470,8
30,490,8
30,510,8
30,530,8
30,550,8
30,570,8
30,590,8
30,610,8
30,630,8
50,10,8
50,30,8
50,50,8
50,70,8
50,90,8
50,110,8
50,130,8
50,150,8
50,170,8
50,190,8
50,210,8
50,230,8
50,250,8
50,270,8
50,290,8
50,310,8
50,330,8
50,350,8
50,370,8
50,390,8
50,410,8
50,430,8
50,450,8
50,470,8
50,490,8
50,510,8
50,530,8
50,550,8
50,570,8
50,590,8
50,610,8
50,630,8
70,10,8
70,30,8
70,50,8
70,70,8
70,90,8
70,110,8
70,130,8
70,150,8
70,170,8
70,190,8
70,210,8
70,230,8
70,250,8
70,270,8
70,290,8
70,310,8
70,330,8
70,350,8
70,370,8
70,390,8
70,410,8
70,430,8
70,450,8
70,470,8
70,490,8
70,510,8
70,530,8
70,550,8
70,570,8
70,590,8
70,610,8
70,630,8
90,10,8
90,30,8
90,50,8
90,70,8
90,90,8
90,110,8
90,130,8
90,150,8
90,170,8
90,190,8
90,210,8
90,230,8
90,250,8
90,270,8
90,290,8
90,310,8
90,330,8
90,350,8
90,370,8
90,390,8
90,410,8
90,430,8
90,450,8
90,470,8
90,490,8
90,510,8
90,530,8
90,550,8
90,570,8
90,590,8
90,610,8
90,630,8
110,10,8
110,30,8
110,50,8
110,70,8
110,90,8
110,110,8
110,130,8
110,150,8
110,170,8
110,190,8
110,210,8
110,230,8
110,250,8
110,270,8
110,290,8
110,310,8
110,330,8
110,350,8
110,370,8
110,390,8
110,410,8
110,430,8
110,450,8
110,470,8
110,490,8
110,510,8
110,530,8
110,550,8
110,570,8
110,590,8
110,610,8
110,630,8
130,10,8
130,30,8
130,50,8
130,70,8
130,90,8
130,110,8
130,130,8
130,150,8
130,170,8
130,190,8
130,210,8
130,230,8
130,250,8
130,270,8
130,290,8
130,310,8
130,330,8
130,350,8
130,370,8
130,390,8
130,410,8
130,430,8
130,450,8
130,470,8
130,490,8
130,510,8
130,530,8
130,550,8
130,570,8
130,590,8
130,610,8
130,630,8
150,10,8
150,30,8
150,50,8
150,70,8
150,90,8
150,110,8
150,130,8
150,150,8
150,170,8
150,190,8
150,210,8
150,230,8
150,250,8
150,270,8
150,290,8
150,310,8
150,330,8
150,350,8
150,370,8
150,390,8
150,410,8
150,430,8
150,450,8
150,470,8
150,490,8
150,510,8
150,530,8
150,550,8
150,570,8
150,590,8
150,610,8
150,630,8
170,10,8
170,30,8
170,50,8
170,70,8
170,90,8
170,110,8
170,130,8
170,150,8
170,170,8
170,190,8
170,210,8
170,230,8
170,250,8
170,270,8
170,290,8
170,310,8
170,330,8
170,350,8
170,370,8
170,390,8
170,410,8
170,430,8
170,450,8
170,470,8
170,490,8
170,510,8
170,530,8
170,550,8
170,570,8
170,590,8
170,610,8
170,630,8
470,10,8
470,30,8
470,50,8
470,70,8
470,90,8
470,110,8
470,130,8
470,150,8
470,170,8
470,470,8
470,490,8
470,510,8
470,530,8
470,550,8
470,570,8
470,590,8
470,610,8
470,630,8
490,10,8
490,30,8
490,50,8
490,70,8
490,90,8
490,110,8
490,130,8
490,150,8
490,170,8
490,470,8
490,490,8
490,510,8
490,530,8
490,550,8
490,570,8
490,590,8
490,610,8
490,630,8
510,10,8
510,30,8
510,50,8
510,70,8
510,90,8
510,110,8
510,130,8
510,150,8
510,170,8
510,470,8
510,490,8
510,510,8
510,530,8
510,550,8
510,570,8
510,590,8
510,610,8
510,630,8
530,10,8
530,30,8
530,50,8
530,70,8
530,90,8
530,110,8
530,130,8
530,150,8
530,170,8
530,470,8
530,490,8
530,510,8
530,530,8
530,550,8
530,570,8
530,590,8
530,610,8
530,630,8
550,10,8
550,30,8
550,50,8
550,70,8
550,90,8
550,110,8
550,130,8
550,150,8
550,170,8
550,470,8
550,490,8
550,510,8
550,530,8
550,550,8
550,570,8
550,590,8
550,610,8
550,630,8
570,10,8
570,30,8
570,50,8
570,70,8
570,90,8
570,110,8
570,130,8
570,150,8
570,170,8
570,470,8
570,490,8
570,510,8
570,530,8
570,550,8
570,570,8
570,590,8
570,610,8
570,630,8
590,10,8
590,30,8
590,50,8
590,70,8
590,90,8
590,110,8
590,130,8
590,150,8
590,170,8
590,470,8
590,490,8
590,510,8
590,530,8
590,550,8
590,570,8
590,590,8
590,610,8
590,630,8
610,10,8
610,30,8
610,50,8
610,70,8
610,90,8
610,110,8
610,130,8
610,150,8
610,170,8
610,470,8
610,490,8
610,510,8
610,530,8
610,550,8
610,570,8
610,590,8
610,610,8
610,630,8
630,10,8
630,30,8
630,50,8
630,70,8
630,90,8
630,110,8
630,130,8
630,150,8
630,170,8
630,470,8
630,490,8
630,510,8
630,530,8
630,550,8
630,570,8
630,590,8
630,610,8
630,630,8
